,v_Acc,v_Vel,Global_X,Global_Y
212,2.51,10.0,6451177.202,1873300.195
213,-10.69,33.63,6452469.595,1872120.067
214,-0.06,45.03,6451919.39,1872569.348
215,11.2,7.14,6451167.778,1873311.793
216,-3.56,38.16,6452160.855,1872376.311
217,0.0,0.0,2230834.207,1377495.159
218,9.41,44.24,6451958.67,1872580.499
219,-1.26,40.11,6451823.639,1872650.434
220,0.0,34.67,6451429.326,1873047.409
221,-4.69,38.99,6452208.077,1872341.066
222,0.0,10.16,6451181.726,1873294.691
223,-0.43,10.03,6452460.716,1874100.123
224,1.94,35.68,6452253.454,1872307.718
225,2.84,50.45,6452050.584,1872501.156
226,0.06,42.04,6451805.103,1872669.684
227,3.76,9.94,6451169.446,1873309.632
228,1.49,30.51,6452434.139,1872150.894
229,-1.14,16.08,6451228.975,1873246.718
230,0.0,7.17,6451142.354,1873339.741
231,0.0,47.01,6452086.383,1872422.749
232,-4.0,51.53,6452412.524,1873866.62
233,0.14,36.03,6452455.238,1874239.198
234,3.37,44.44,6451466.48,1872951.822
235,2.58,41.22,6451773.865,1872696.9
236,-4.61,13.67,6452457.844,1874068.358
237,-5.99,6.26,6451163.949,1873315.943
238,1.71,39.39,6452114.124,1872417.401
239,-1.46,44.91,6452030.693,1872470.057
240,-1.64,28.9,6451877.436,1872608.374
241,0.17,51.3,6452431.573,1873914.495
242,0.0,20.33,6451290.286,1873181.467
243,0.97,45.46,6451671.389,1872774.798
244,-0.14,47.02,6452154.088,1872366.033
245,-7.26,36.78,6452504.921,1872088.476
246,6.28,34.46,6452448.466,1872138.459
247,-3.46,33.01,6451701.42,1872806.855
248,-4.57,34.79,6452548.838,1872049.003
249,-5.82,34.54,6452681.047,1871946.962
250,-0.02,48.0,6452188.952,1872333.897
251,-0.26,40.01,6451521.844,1872907.059
252,0.0,55.0,6452639.396,1871947.629
253,-0.03,33.55,6452692.996,1871940.337
254,-0.07,40.02,6451518.821,1872909.679
255,4.79,53.73,6452436.333,1872118.863
256,3.13,37.5,6451856.95,1872671.717
257,5.59,33.8,6452650.76,1871965.482
258,-8.36,63.16,6452382.957,1872210.187
259,-4.99,1.22,2230834.903,1377494.846
260,4.48,51.4,6452584.858,1872033.042
261,0.22,57.02,6452547.284,1872065.804
262,-8.27,47.16,6452362.207,1872183.197
263,-5.04,2.59,2230833.886,1377495.14
264,0.0,13.21,6452462.173,1874194.957
265,0.0,0.0,2230834.207,1377495.159
266,0.49,30.64,6452436.405,1872148.927
267,0.33,43.02,6451777.284,1872685.045
268,-0.23,22.14,6452131.526,1873222.701
269,1.32,47.88,6452181.719,1872340.218
270,5.41,17.42,2230815.696,1377499.017
271,-2.94,39.69,6451511.054,1872971.908
272,-2.52,51.35,6452398.668,1873836.585
273,6.62,43.56,6451814.513,1872661.148
274,-10.93,32.52,6452266.647,1872296.305
275,5.41,5.92,6452460.76,1874094.996
276,5.04,22.72,2230781.393,1377503.974
277,-5.22,35.81,6451636.111,1872862.579
278,-7.49,35.83,6452242.577,1872317.003
279,-6.87,40.59,6451555.424,1872877.893
280,0.0,20.33,6451287.465,1873184.399
281,0.0,0.0,2230834.207,1377495.159
282,6.98,36.72,6452453.939,1874246.268
283,1.41,14.67,6451260.517,1873212.708
284,-2.01,33.01,6451683.459,1872821.581
285,11.21,51.74,6452383.136,1873806.042
286,-3.12,42.03,6451958.661,1872535.031
287,11.2,31.85,6452004.633,1872511.838
288,2.66,37.19,6451854.108,1872674.201
289,-2.6,51.57,6452302.524,1873633.845
290,0.33,61.4,6452448.799,1872153.063
291,0.15,45.02,6451515.623,1872909.81
292,0.0,44.75,6451599.528,1872836.932
293,0.0,25.0,6452389.581,1872189.566
294,9.84,41.42,6452443.138,1873953.681
295,1.31,33.0,6451827.487,1872696.755
296,0.0,14.67,6451198.383,1873277.037
297,2.22,36.98,6451851.324,1872676.634
298,4.0,44.15,6452181.32,1873359.411
299,0.0,24.99,6451748.226,1872767.469
300,0.0,15.0,6451246.428,1873228.236
301,0.32,51.37,6452220.432,1873442.4
302,2.84,32.32,6451936.395,1872567.459
303,-8.83,37.92,6451625.006,1872872.175
304,5.34,30.83,6451988.426,1872525.978
305,-2.59,42.86,6451610.308,1872834.555
306,0.59,40.21,6451807.559,1872662.57
307,0.26,0.0,2230834.207,1377495.159
308,-4.93,53.31,6452617.878,1871964.752
309,-2.95,15.29,6452457.542,1874064.001
310,-11.2,21.41,6452460.538,1874114.638
311,4.78,23.36,6452380.14,1872197.76
312,0.48,36.84,6452169.291,1872368.948
313,-0.19,15.03,6451237.354,1873238.232
314,-15.05,51.47,6452364.92,1873777.463
315,-4.2,42.91,6451736.532,1872717.553
316,-0.23,5.55,6452460.817,1874092.813
317,1.42,30.24,6452000.069,1872515.781
318,0.0,0.0,2230835.274,1377495.295
319,-1.15,30.06,6451914.049,1872583.658
320,-5.0,1.64,2230835.219,1377495.299
321,-9.75,31.0,6452447.661,1874276.742
322,0.83,43.35,6451720.406,1872731.831
323,-0.95,44.78,6451555.636,1872875.082
324,0.0,20.33,6451293.106,1873178.535
325,10.44,38.55,6452160.088,1873313.129
326,0.48,3.39,6452460.631,1874089.616
327,5.44,49.15,6452298.037,1872238.913
328,-9.5,33.58,6451868.093,1872616.401
329,-1.93,45.26,6451502.025,1872921.593
330,10.25,14.17,6452129.652,1873198.688
331,0.5,46.57,6452652.942,1871975.872
332,-0.35,10.19,6451170.739,1873308.059
333,0.66,33.1,6451832.599,1872692.552
334,-2.64,43.81,6451902.71,1872583.923
335,0.52,35.56,6452668.833,1871954.344
336,0.0,0.0,2230834.207,1377495.159
337,0.0,6.75,6451160.754,1873319.472
338,0.0,0.0,2230835.939,1377494.937
339,0.0,25.0,6452399.021,1872181.373
340,8.04,29.19,6451879.748,1872606.73
341,0.1,37.99,6452090.638,1872437.168
342,-0.08,24.97,6452408.461,1872173.18
343,0.32,6.77,6451162.569,1873317.473
344,0.0,0.52,2230834.729,1377494.922
345,-0.02,54.01,6452456.874,1872101.035
346,-5.39,40.99,6452441.084,1873945.858
347,-0.21,47.0,6452093.652,1872416.781
348,-4.83,37.63,6452233.808,1872323.803
349,3.03,39.67,6451567.751,1872921.857
350,-0.44,22.05,6452132.055,1873227.089
351,-3.2,31.22,6452452.488,1874001.228
352,12.34,51.3,6452322.272,1873675.909
353,-0.29,12.16,6452458.614,1874080.181
354,4.23,25.37,6451792.042,1872727.546
355,10.1,6.67,6452460.746,1874095.548
356,7.64,45.9,6452057.432,1872446.652
357,-8.84,31.55,6452269.049,1872294.214
358,-4.85,48.36,6452619.711,1872002.927
359,8.0,43.38,6451955.437,1872583.439
360,-7.23,30.14,6451459.39,1873019.823
361,-3.54,40.49,6451801.156,1872667.432
362,0.05,57.07,6452555.893,1872058.314
363,-0.15,39.52,6452120.069,1872412.185
364,10.69,28.63,6452418.319,1872164.679
365,0.0,0.0,2230835.939,1377494.937
366,0.0,0.0,2230835.274,1377495.295
367,7.58,40.84,6451734.057,1872732.122
368,-4.25,35.38,6451638.802,1872860.267
369,-0.1,46.01,6451975.931,1872565.57
370,-1.97,39.54,6451752.795,1872715.525
371,-5.43,35.31,6452258.927,1872303.067
372,6.8,26.98,6452134.244,1873241.202
373,-15.84,37.52,6452446.861,1873970.374
374,-10.3,44.58,6451688.64,1872759.823
375,-8.44,27.5,6452370.431,1872206.162
376,0.0,13.92,6452456.835,1874048.268
377,-0.92,45.38,6451498.612,1872924.604
378,0.0,14.67,6451206.467,1873268.529
379,0.27,34.98,6451646.714,1872853.409
380,1.98,33.1,6451688.495,1872817.38
381,-6.59,51.3,6452316.946,1873665.286
382,-3.74,36.33,6452326.142,1872244.626
383,1.75,30.11,6452429.608,1872154.827
384,8.73,37.29,6452172.204,1872366.771
385,-3.69,44.1,6452179.456,1873355.516
386,-3.96,44.07,6451899.412,1872586.784
387,0.03,44.73,6451473.558,1872946.319
388,10.02,23.98,2230756.345,1377505.354
389,-8.11,21.44,6452456.376,1874041.544
390,-4.76,9.65,6451174.617,1873303.341
391,-11.2,42.68,6451529.052,1872898.118
392,11.2,47.12,6451999.863,1872498.827
393,9.13,10.8,6452460.701,1874104.077
394,0.0,0.0,2230834.207,1377495.159
395,11.53,9.26,6452130.644,1873195.37
396,-10.87,38.31,6452450.189,1874265.039
397,0.0,20.33,6451279.004,1873193.195
398,0.0,20.33,6451297.337,1873174.137
399,-4.19,38.67,6451839.553,1872638.566
400,2.27,15.53,6452457.392,1874062.446
401,-11.2,24.3,6452376.386,1872201.018
402,8.01,42.89,6451811.31,1872664.052
403,-11.2,55.45,6452568.766,1872047.063
404,-8.93,31.72,6451706.426,1872802.642
405,10.71,37.11,6452493.781,1872098.973
406,5.4,9.61,6452460.723,1874098.099
407,0.0,14.67,6451205.456,1873269.592
408,-8.65,44.62,6452177.507,1873351.648
409,-2.75,65.16,6452343.709,1872244.272
410,7.81,51.37,6452407.795,1873856.699
411,11.2,17.93,6451263.625,1873209.31
412,2.94,42.06,6451740.297,1872726.573
413,-8.95,5.55,6451164.364,1873315.465
414,-1.32,34.97,6451673.161,1872830.484
415,8.4,38.39,6452458.579,1874220.824
416,-4.88,51.67,6452604.435,1872015.85
417,0.26,34.71,6451444.594,1873033.277
418,0.78,41.61,6451716.285,1872749.011
419,-2.06,34.9,6452464.348,1872124.675
420,0.0,48.61,6451451.641,1872962.829
421,-0.24,3.37,6452460.55,1874089.286
422,0.78,30.72,6452273.637,1872290.193
423,0.74,51.37,6452218.179,1873437.092
424,-2.3,9.39,6451175.263,1873302.555
425,-3.18,51.49,6452580.969,1872036.458
426,-8.66,54.43,6452545.017,1872023.366
427,-10.33,43.56,6451694.068,1872767.613
428,11.6,16.41,6452457.005,1874051.962
429,-0.4,31.0,6452591.361,1872012.929
430,-0.09,6.75,6451148.051,1873333.466
431,8.51,51.44,6452410.019,1873861.799
432,0.0,0.0,2230835.274,1377495.295
433,-3.68,31.3,6452579.558,1872022.961
434,5.4,50.44,6452396.17,1872153.721
435,-2.25,34.75,6452041.319,1872478.355
436,-5.07,59.34,6452525.546,1872084.767
437,3.52,32.48,6452610.557,1871997.128
438,-2.56,33.3,6452698.964,1871937.043
439,0.0,0.0,2230835.939,1377494.937
440,-7.27,4.79,6451164.727,1873315.125
441,-2.98,37.95,6452499.403,1872093.748
442,4.51,41.95,6451623.241,1872823.818
443,-7.95,46.05,6452437.791,1873933.579
444,-4.87,35.06,6452678.012,1871948.755
445,-2.12,56.94,6452560.197,1872054.568
446,-1.93,51.65,6452263.494,1873544.783
447,-3.2,32.65,6451951.882,1872555.515
448,0.0,0.0,2230834.207,1377495.159
449,2.34,43.8,6451905.949,1872581.093
450,-2.13,33.22,6452145.901,1873277.951
451,0.2,39.96,6451761.764,1872707.597
452,-5.84,39.49,6452204.826,1872343.289
453,-4.85,35.83,6452025.5,1872492.266
454,1.47,42.89,6451730.049,1872723.283
455,0.0,6.75,6451158.939,1873321.471
456,0.0,0.0,2230835.939,1377494.937
457,12.09,37.96,6452459.138,1874216.997
458,0.07,35.03,6452461.705,1872126.969
459,4.16,26.26,6451795.923,1872724.115
460,2.64,59.67,6452489.683,1872117.04
461,0.0,34.67,6451426.782,1873049.764
462,0.0,10.16,6451179.141,1873297.836
463,-2.25,20.86,2230799.964,1377501.835
464,0.0,0.0,2230835.939,1377494.937
465,-6.3,25.53,6451719.576,1872791.619
466,0.0,25.0,6451752.049,1872764.247
467,0.0,10.16,6451179.787,1873297.05
468,-2.71,50.45,6452046.864,1872504.423
469,11.2,41.49,6451564.568,1872870.219
470,0.0,40.0,6451543.571,1872942.817
471,2.63,42.88,6451870.181,1872612.348
472,5.43,36.87,6452459.878,1874209.627
473,0.0,20.33,6451280.414,1873191.729
474,-0.03,38.0,6452093.563,1872434.74
475,-6.15,41.52,6451742.991,1872711.813
476,-6.03,37.08,6452166.546,1872371.286
477,0.0,44.75,6451579.24,1872854.519
478,0.15,44.74,6451569.096,1872863.312
479,7.28,40.71,6451453.175,1872962.812
480,0.0,34.67,6451414.059,1873061.541
481,-4.32,29.62,6452363.925,1872211.833
482,-0.05,31.5,6451971.857,1872539.783
483,0.0,24.99,6451736.757,1872777.136
484,-2.14,60.21,6452503.112,1872104.96
485,10.7,41.37,6451901.701,1872632.667
486,-0.05,15.02,6451257.518,1873216.019
487,0.0,0.0,2230835.939,1377494.937
488,11.42,51.12,6452211.368,1873421.219
489,1.56,55.15,6452152.531,1872411.853
490,0.0,7.17,6451135.61,1873347.17
491,-11.2,44.88,6451657.302,1872798.81
492,5.15,65.57,6452324.073,1872261.314
493,0.0,10.16,6451180.434,1873296.264
494,2.42,47.02,6452660.205,1871970.044
495,14.29,19.28,6452130.413,1873214.17
496,0.0,0.0,2230835.939,1377494.937
497,4.23,54.62,6452086.314,1872469.857
498,-6.06,30.76,6452452.915,1874004.357
499,3.01,30.34,6452431.873,1872152.86
