,v_Acc,v_Vel,Global_X,Global_Y
46,0.0,2.0,6451390.763,1873100.695
47,1.1,30.03,6451496.083,1872970.772
48,0.0,15.5,6451152.525,1873312.069
49,0.0,18.16,6451176.577,1873284.607
50,0.0,19.0,6451428.143,1873064.979
51,-2.29,21.38,6451611.65,1872900.765
52,-0.02,40.0,6452619.277,1872024.361
53,0.91,41.04,6452061.689,1872477.137
54,0.0,45.0,6451994.978,1872567.705
55,3.55,31.1,6451453.126,1873009.673
56,7.85,17.55,6451325.679,1873131.123
57,4.56,14.67,6451253.687,1873205.79
58,-0.87,3.7,6451398.194,1873093.593
59,0.0,30.0,6451656.672,1872830.548
60,2.57,41.22,6452086.136,1872455.722
61,-0.25,45.02,6452668.572,1871985.132
62,-3.43,36.48,6452258.88,1872337.969
63,0.0,50.0,6452604.152,1872005.376
64,-4.29,36.29,6451905.111,1872614.028
65,6.92,30.92,6451792.124,1872744.178
66,-11.2,20.64,6451282.203,1873207.224
67,3.09,49.81,6452647.188,1871971.128
68,4.38,30.38,6452466.019,1872153.346
69,-9.09,37.9,6451888.487,1872628.504
70,4.04,17.93,6451170.472,1873291.333
71,-0.07,45.0,6452693.22,1871965.517
72,10.64,38.16,6451847.839,1872696.261
73,-0.27,44.99,6452301.97,1872265.599
74,1.6,45.07,6452308.767,1872259.7
75,0.0,29.99,6451714.59,1872781.102
76,-6.8,10.91,6451383.585,1873107.732
77,0.0,2.0,6451392.925,1873098.615
78,3.23,15.75,6451163.565,1873299.085
79,0.0,2.0,6451390.907,1873100.556
80,0.0,16.19,6451623.914,1872890.234
81,-1.6,30.05,6451751.654,1872779.961
82,-0.26,19.97,6451277.225,1873179.852
83,-11.2,41.25,6452187.997,1872400.007
84,0.0,21.5,6451606.727,1872904.933
85,0.08,41.67,6452532.068,1872095.138
86,6.27,20.53,6452385.588,1872223.153
87,10.85,26.94,6451482.721,1873014.436
88,0.04,28.2,6451535.134,1872967.151
89,0.0,28.99,6451191.03,1873302.146
90,0.0,50.0,6452352.57,1872221.683
91,0.0,23.0,6451342.926,1873114.275
92,0.0,22.99,6451357.74,1873099.816
93,8.24,51.67,6452462.195,1872126.561
94,0.0,19.0,6451429.53,1873063.679
95,0.0,40.0,6451994.08,1872536.284
96,8.04,43.95,6452654.514,1871996.341
97,6.28,31.4,6451443.114,1873017.837
98,-9.82,56.25,6452499.107,1872093.553
99,0.0,30.0,6451629.47,1872854.129
100,2.18,35.37,6451813.112,1872693.934
101,0.6,30.52,6451556.195,1872917.645
102,0.0,29.0,6451208.407,1873282.67
103,4.4,19.59,6451273.172,1873184.316
104,-0.15,19.99,6451275.881,1873181.332
105,1.69,40.08,6452052.549,1872485.144
106,2.95,33.07,6451541.553,1872930.338
107,-0.11,44.99,6452011.92,1872552.9
108,-0.38,12.53,6451235.031,1873223.006
109,0.93,37.29,6451961.814,1872564.479
110,8.85,32.08,6451782.162,1872721.317
111,-0.06,45.01,6452689.699,1871968.319
112,6.12,32.1,6451587.705,1872890.384
113,0.0,49.12,6452689.832,1871937.192
114,6.86,18.14,6451415.767,1873076.793
115,0.0,19.0,6451430.916,1873062.38
116,-1.26,29.53,6451764.01,1872737.311
117,0.6,24.96,6452399.959,1872210.68
118,2.08,24.52,6452394.295,1872215.596
119,-4.56,49.43,6452522.751,1872071.928
120,-0.16,19.38,6451328.415,1873160.862
121,-10.69,26.37,6452306.778,1872294.81
122,4.19,36.27,6451942.236,1872581.588
123,11.2,13.87,6451136.501,1873330.996
124,11.2,20.59,6451444.835,1873049.411
125,-3.57,27.63,6451522.798,1872978.238
126,0.19,18.18,6451196.114,1873263.086
127,1.26,26.9,6451575.593,1872931.458
128,0.0,15.5,6451153.53,1873310.888
129,0.0,16.19,6451634.924,1872880.689
130,-0.65,29.92,6451742.116,1872757.9
131,2.0,19.92,6451685.077,1872837.361
132,-0.29,26.04,6452330.882,1872273.03
133,-4.47,40.39,6452095.447,1872447.566
134,-0.86,39.99,6452073.987,1872466.364
135,0.0,18.17,6451185.125,1873275.192
136,0.03,29.0,6451173.821,1873321.774
137,0.0,49.89,6452333.668,1872238.089
138,0.0,30.0,6451622.669,1872860.024
139,-5.28,13.44,6451232.216,1873225.575
140,0.0,50.0,6452611.976,1871999.149
141,-0.31,23.02,6451336.342,1873120.701
142,0.0,25.0,6452403.736,1872207.403
143,0.0,12.55,6451132.207,1873335.88
144,0.22,40.01,6452119.496,1872426.499
145,4.72,32.63,6452480.46,1872140.812
146,1.41,36.13,6451833.691,1872707.813
147,0.0,50.0,6452416.764,1872165.968
148,1.26,29.89,6451770.753,1872731.351
149,1.69,30.03,6452452.447,1872165.125
150,4.14,18.75,6451324.273,1873164.93
151,-4.29,25.47,6452343.731,1872260.211
152,0.0,19.35,6451304.826,1873183.29
153,10.82,18.64,6451682.094,1872840.001
154,0.0,29.99,6451735.234,1872763.7
155,0.0,29.16,6451417.43,1873042.119
156,1.68,41.48,6452525.823,1872100.659
157,0.0,22.99,6451367.616,1873090.177
158,0.0,28.99,6451196.767,1873295.604
159,5.95,47.86,6452256.843,1872305.365
160,-3.4,31.09,6451450.611,1873011.713
161,7.4,47.15,6452075.0,1872499.096
162,-0.19,35.2,6452559.027,1872072.308
163,0.0,27.29,6451265.392,1873223.653
164,2.51,31.46,6451742.486,1872788.293
165,-10.23,40.62,6452544.581,1872084.063
166,1.27,32.59,6451536.62,1872934.614
167,3.28,31.87,6451504.999,1872962.277
168,-7.43,30.77,6451553.886,1872919.648
169,5.99,18.8,6451299.277,1873188.725
170,2.61,41.19,6452519.577,1872106.178
171,-0.03,24.73,6451475.263,1873021.212
172,0.0,29.99,6451723.765,1872773.368
173,0.2,50.51,6452541.811,1872055.895
174,0.02,28.99,6451200.588,1873291.239
175,0.0,29.0,6451177.645,1873317.412
176,3.59,36.69,6451944.998,1872579.173
177,-0.06,24.78,6451453.443,1873041.37
178,8.75,43.14,6452651.09,1871999.067
179,4.24,29.57,6451436.324,1873023.922
180,0.87,35.06,6451807.834,1872698.566
181,0.09,26.01,6452334.547,1872269.32
182,-0.26,35.01,6451812.33,1872726.295
183,-0.09,37.78,6452579.252,1872056.213
184,-0.24,34.98,6451928.945,1872593.202
185,-0.13,43.5,6452183.492,1872370.386
186,11.2,47.56,6452319.08,1872250.772
187,-0.07,39.98,6451959.209,1872598.96
188,-0.02,16.19,6451632.477,1872882.81
189,1.45,28.83,6451187.206,1873306.508
190,-2.14,44.39,6452212.829,1872344.071
191,-0.38,32.03,6451507.387,1872960.074
192,1.61,50.07,6452450.749,1872136.472
193,-4.57,24.69,6452354.864,1872250.164
194,3.83,30.29,6451498.23,1872968.702
195,0.83,26.14,6452338.211,1872265.598
196,1.69,32.46,6451590.177,1872888.189
197,-0.24,19.98,6452381.079,1872227.067
198,5.52,25.23,6451478.877,1873017.866
199,0.0,2.0,6451392.492,1873099.031
200,0.0,43.49,6452189.971,1872364.579
201,0.0,18.16,6451179.019,1873281.917
202,-0.88,30.05,6452295.867,1872304.334
203,-0.12,43.49,6452193.21,1872361.675
204,-0.16,15.48,6451161.568,1873301.438
205,-2.7,19.86,6451283.594,1873205.865
206,1.65,44.92,6452661.53,1871990.736
207,-0.03,50.0,6452588.502,1872017.83
208,0.17,44.99,6452291.775,1872274.448
209,1.37,29.92,6451476.625,1872989.491
210,-4.0,27.71,6451243.82,1873244.539
211,-3.49,39.59,6451856.822,1872688.43
212,0.0,2.0,6451393.501,1873098.06
213,-6.09,28.22,6451504.418,1872995.308
214,4.27,37.09,6451947.747,1872576.771
215,-1.19,36.29,6452221.02,1872371.134
216,0.0,19.25,6451342.243,1873147.369
217,0.79,28.94,6451189.118,1873304.327
218,0.06,39.97,6452101.443,1872442.313
219,-0.1,26.07,6451545.105,1872957.877
220,11.2,42.54,6451971.445,1872588.353
221,0.2,25.37,6451709.589,1872816.454
222,-2.11,28.07,6451537.183,1872965.22
223,0.0,21.5,6451603.445,1872907.712
224,8.53,37.49,6451914.297,1872638.231
225,11.2,39.02,6452513.509,1872111.909
226,6.71,55.47,6452482.467,1872108.961
227,1.65,40.07,6452634.926,1872011.908
228,-8.32,13.55,6451380.045,1873111.075
229,0.0,23.0,6451337.988,1873119.095
230,-5.71,39.19,6451880.496,1872667.721
231,0.0,2.0,6451391.195,1873100.279
232,0.89,41.61,6452528.945,1872097.899
233,1.6,39.93,6451855.526,1872657.357
234,0.0,22.99,6451359.386,1873098.21
235,0.0,16.87,6451318.484,1873138.191
236,-0.05,45.03,6452665.051,1871987.934
237,2.92,46.06,6452057.543,1872514.35
238,5.47,39.17,6451979.044,1872549.445
239,0.0,29.98,6451489.597,1872977.012
240,-0.25,50.01,6452345.018,1872228.238
241,-11.2,17.65,6451617.748,1872895.516
242,-1.27,10.08,6451385.047,1873106.346
243,4.27,36.3,6452250.583,1872345.237
244,0.0,30.0,6451613.601,1872867.884
245,-1.56,50.54,6452439.421,1872146.304
246,-1.18,50.42,6452557.374,1872043.0
247,0.0,15.5,6451147.501,1873317.976
248,0.0,45.0,6452703.783,1871957.111
249,8.53,39.08,6451850.774,1872693.735
250,0.0,29.0,6451212.342,1873278.41
251,1.79,26.91,6451551.111,1872952.68
252,-0.05,39.97,6452049.54,1872487.779
253,0.58,12.39,6451249.95,1873209.557
254,7.32,19.64,6451443.371,1873050.71
255,0.0,2.0,6451391.484,1873100.001
256,0.0,30.0,6451640.804,1872844.304
257,-1.97,27.42,6451245.781,1873242.639
258,-6.96,22.1,6451587.06,1872921.583
259,-0.25,14.98,6451260.757,1873197.992
260,0.0,2.0,6451392.348,1873099.169
261,0.0,35.0,6451923.674,1872597.808
262,0.0,40.0,6452116.487,1872429.135
263,1.88,24.85,6451477.081,1873019.532
264,-5.08,18.81,6451363.063,1873127.341
265,1.72,39.92,6452600.497,1872039.306
266,-0.09,30.01,6451478.787,1872987.411
267,-0.02,15.5,6451148.506,1873316.794
268,11.2,37.07,6452488.255,1872134.274
269,-2.54,44.38,6452157.192,1872393.624
270,-8.73,13.94,6451264.806,1873193.55
271,-11.2,24.25,6451583.553,1872924.489
272,3.1,13.28,6451219.227,1873238.89
273,-11.2,40.0,6452191.06,1872397.352
274,7.4,54.08,6452474.185,1872116.154
275,7.74,22.33,6451352.802,1873104.636
276,0.2,31.66,6451445.557,1873015.796
277,9.26,27.92,6451484.766,1873012.589
278,-0.24,27.01,6451555.191,1872949.143
279,0.51,35.02,6451820.197,1872719.341
280,-0.24,39.99,6451956.197,1872601.592
281,10.67,26.36,6451726.889,1872801.863
282,0.0,25.0,6452422.616,1872191.016
283,-0.79,28.95,6451179.557,1873315.231
284,-7.42,47.42,6452271.196,1872292.402
285,0.25,16.17,6451622.69,1872891.294
286,-0.02,15.5,6451159.559,1873303.801
287,0.0,15.5,6451146.496,1873319.157
288,0.0,25.0,6452416.952,1872195.932
289,1.76,35.19,6451810.456,1872696.248
290,-2.27,33.68,6452271.935,1872326.266
291,5.99,24.72,6451697.979,1872826.217
292,0.0,18.17,6451181.461,1873279.227
293,0.04,45.0,6452679.136,1871976.726
294,0.0,15.0,6451649.94,1872867.818
295,0.0,45.0,6452675.614,1871979.528
296,-0.16,39.98,6452000.104,1872531.02
297,10.35,28.6,6451731.094,1872798.318
298,0.0,15.0,6451652.207,1872865.853
299,-0.21,50.06,6452670.662,1871952.448
300,-3.44,14.12,6451216.226,1873241.973
301,0.0,40.0,6451941.137,1872614.753
302,2.22,19.87,6452365.974,1872240.176
303,0.0,19.35,6451313.112,1873175.156
304,0.0,18.16,6451191.23,1873268.466
305,1.88,29.02,6451489.109,1873008.737
306,5.44,36.21,6451826.701,1872682.386
307,0.0,2.0,6451392.637,1873098.892
308,0.0,19.0,6451437.849,1873055.884
309,-0.12,24.16,6452321.848,1872281.845
310,-1.18,16.83,6451302.721,1873152.896
311,0.2,16.79,6451370.676,1873120.018
312,-0.03,12.53,6451247.156,1873212.066
313,0.16,35.0,6451805.218,1872700.885
314,0.0,18.17,6451186.346,1873273.846
315,-7.36,45.83,6452278.183,1872286.23
316,-0.26,29.91,6451780.862,1872754.111
317,-0.25,40.02,6451932.101,1872622.649
318,7.98,14.06,6451252.688,1873206.893
319,7.05,30.74,6451440.762,1873019.872
320,11.2,17.37,6451269.393,1873188.479
321,-0.12,16.84,6451323.298,1873133.462
322,5.97,9.46,6451400.881,1873091.114
323,-0.45,16.86,6451295.499,1873159.989
324,-3.49,46.08,6452050.641,1872520.282
325,-1.11,14.37,6451205.221,1873253.277
326,-6.95,26.4,6451579.697,1872927.899
327,0.0,15.0,6451662.408,1872857.011
328,1.59,30.07,6452463.776,1872155.293
329,-10.18,15.5,6451377.92,1873113.013
330,-4.97,15.51,6451293.667,1873194.763
331,0.0,40.0,6451953.185,1872604.224
332,2.58,38.78,6451865.573,1872680.783
333,2.53,43.78,6452222.708,1872335.422
334,1.4,44.54,6452150.559,1872399.435
335,8.25,33.33,6451799.334,1872737.805
336,0.0,25.0,6452413.176,1872199.21
337,7.85,42.31,6452647.726,1872001.746
338,3.77,32.1,6451458.156,1873005.591
339,4.14,33.73,6451789.597,1872714.693
340,0.0,14.34,6451208.222,1873250.194
341,1.2,36.29,6452229.145,1872364.017
342,-4.21,30.38,6451604.556,1872875.725
343,-3.56,42.56,6452025.055,1872509.216
344,0.0,16.87,6451320.891,1873135.827
345,-1.49,28.84,6451181.469,1873313.051
346,0.0,18.16,6451194.893,1873264.431
347,0.0,2.0,6451393.79,1873097.783
348,1.08,19.31,6451327.034,1873162.217
349,10.78,11.35,6451403.82,1873088.342
350,-0.07,45.03,6451984.812,1872576.588
351,-11.2,23.01,6451585.35,1872922.971
352,1.61,35.13,6451822.807,1872717.021
353,0.0,29.9,6451783.109,1872752.125
354,2.82,29.69,6451768.506,1872733.338
355,-0.24,29.99,6452459.244,1872159.226
356,2.25,19.22,6451300.684,1873187.357
357,0.0,15.0,6451657.874,1872860.941
358,-1.82,19.17,6451361.666,1873128.686
359,0.0,50.0,6452623.714,1871989.809
360,0.0,15.5,6451150.515,1873314.432
361,5.46,35.83,6452247.861,1872347.643
362,0.06,45.01,6452682.657,1871973.923
363,1.68,35.08,6451934.216,1872588.596
364,2.3,20.11,6451689.611,1872833.431
365,-11.2,55.23,6452503.217,1872089.501
366,6.53,30.79,6451500.419,1872966.622
367,0.04,21.53,6451610.009,1872902.154
368,-2.77,38.79,6451862.711,1872683.284
369,1.63,38.43,6451973.236,1872554.498
370,0.0,27.0,6451565.392,1872940.301
371,0.24,44.98,6452147.793,1872435.279
372,0.27,18.2,6451197.335,1873261.741
373,0.0,29.16,6451421.634,1873038.075
374,0.0,29.0,6451224.149,1873265.627
375,0.0,29.16,6451400.614,1873058.296
376,-0.63,41.67,6452538.313,1872089.618
377,0.0,29.16,6451396.41,1873062.34
378,6.29,25.53,6451724.914,1872803.474
379,-1.67,35.08,6451913.131,1872607.02
380,0.0,16.19,6451631.254,1872883.871
381,-11.2,42.5,6452184.84,1872402.742
382,2.79,49.05,6452639.363,1871977.355
383,0.0,19.96,6451283.946,1873172.447
384,-1.57,30.1,6451705.419,1872788.83
385,8.32,52.49,6452466.123,1872123.154
386,-0.19,4.57,6451395.965,1873095.691
387,-4.12,29.68,6451162.336,1873334.916
388,2.5,19.13,6451442.009,1873051.987
389,5.2,25.59,6452327.205,1872276.775
390,0.0,40.0,6452107.46,1872437.042
391,0.0,30.0,6451765.128,1872768.02
392,0.0,29.0,6451214.31,1873276.279
393,0.0,15.5,6451156.544,1873307.344
394,0.0,29.16,6451402.716,1873056.273
395,0.24,34.99,6451918.403,1872602.414
396,2.73,35.93,6451830.881,1872710.098
397,-0.23,29.13,6451493.491,1873004.9
398,0.0,30.0,6451661.206,1872826.618
399,-11.2,39.42,6452547.643,1872081.446
400,0.0,29.98,6451483.111,1872983.251
401,-7.63,30.98,6451158.313,1873339.37
402,4.36,37.49,6451950.561,1872574.33
403,0.47,37.75,6452582.227,1872053.845
404,0.46,29.91,6451785.357,1872750.138
405,0.0,25.0,6452424.504,1872189.378
406,0.0,25.0,6452428.28,1872186.1
407,2.12,25.09,6451723.025,1872805.066
408,-0.55,25.18,6451701.866,1872822.95
409,0.0,22.99,6451361.032,1873096.603
410,6.85,38.4,6451846.607,1872665.174
411,0.0,22.99,6451362.678,1873094.997
412,0.18,30.07,6451668.006,1872820.723
413,2.49,15.39,6451138.458,1873328.607
414,0.28,29.92,6451744.409,1872755.966
415,0.0,18.16,6451177.798,1873283.262
416,1.14,14.97,6451254.708,1873204.656
417,0.19,12.51,6451235.963,1873222.164
418,0.28,29.98,6451756.137,1872775.967
419,-0.24,39.98,6452628.666,1872016.889
420,7.82,22.32,6451331.378,1873125.546
421,0.0,50.0,6452397.884,1872182.355
422,1.83,10.12,6451402.343,1873089.707
423,0.0,14.34,6451214.225,1873244.028
424,-0.35,19.99,6451688.099,1872834.741
425,-7.58,19.01,6451290.633,1873165.017
426,0.0,18.16,6451175.356,1873285.952
427,6.0,35.47,6452561.742,1872070.147
428,-0.02,2.0,6451389.754,1873101.665
429,0.17,19.36,6451314.492,1873173.801
430,-6.26,16.29,6451376.758,1873114.158
431,-2.04,45.1,6452141.023,1872441.21
432,0.0,25.0,6452411.288,1872200.848
433,10.57,43.68,6451974.686,1872585.491
434,0.0,30.0,6451652.138,1872834.479
435,0.0,50.0,6452363.899,1872211.851
436,-2.63,36.28,6451906.101,1872645.369
437,-2.59,29.34,6451164.272,1873332.696
438,5.95,10.53,6451403.043,1873089.034
439,0.0,30.0,6451615.868,1872865.919
440,4.21,39.62,6452597.345,1872041.815
441,11.2,31.9,6451560.977,1872913.526
442,4.73,48.39,6452382.779,1872195.464
443,0.18,19.97,6451285.291,1873170.966
444,-6.1,29.45,6452300.421,1872300.382
445,-11.2,22.2,6451280.662,1873208.739
446,-0.07,24.97,6452432.056,1872182.823
447,0.0,12.53,6451242.493,1873216.274
448,0.03,30.0,6451649.871,1872836.444
449,-1.7,30.08,6451606.801,1872873.779
450,1.73,15.94,6451164.586,1873297.904
451,0.0,50.0,6452619.801,1871992.923
452,1.61,34.93,6451807.085,1872730.931
453,-10.71,48.63,6452127.068,1872453.379
454,-6.26,25.53,6452308.728,1872293.172
455,7.92,28.46,6451381.669,1873076.519
456,-6.9,11.57,6451382.775,1873108.51
457,0.0,29.16,6451409.022,1873050.207
458,0.29,21.48,6451591.959,1872917.437
459,-0.33,16.85,6451322.094,1873134.644
460,-6.21,36.0,6452261.644,1872335.55
461,0.04,29.0,6451204.468,1873286.928
462,0.0,2.0,6451390.042,1873101.388
463,0.0,2.0,6451391.916,1873099.585
464,0.0,2.0,6451390.475,1873100.972
465,-0.25,29.99,6451480.949,1872985.331
466,0.0,14.34,6451211.223,1873247.111
467,-1.35,43.95,6452170.463,1872382.003
468,-4.54,17.83,6451199.79,1873259.032
469,0.57,39.7,6452131.513,1872415.972
470,-11.2,49.01,6452565.116,1872036.57
471,-3.6,31.68,6451597.492,1872881.848
472,7.58,41.4,6452012.236,1872520.447
473,1.78,35.05,6452242.571,1872352.255
474,5.21,56.68,6452490.819,1872101.47
475,0.25,40.02,6451873.598,1872641.565
476,0.0,27.02,6451553.151,1872950.912
477,-2.05,25.1,6452310.594,1872291.552
478,3.03,27.88,6451512.542,1872987.912
479,5.19,25.81,6452437.745,1872177.908
480,0.0,50.0,6452592.415,1872014.717
481,4.22,39.63,6451982.01,1872546.831
482,3.44,14.13,6451221.228,1873236.835
483,-5.71,12.2,6451381.919,1873109.363
484,1.98,38.03,6451835.179,1872675.143
485,2.77,27.92,6451531.04,1872971.042
486,-0.18,16.9,6451312.465,1873144.101
487,-8.19,27.0,6451541.254,1872961.347
488,6.88,40.09,6452134.463,1872413.449
489,0.0,28.99,6451169.996,1873326.136
490,0.16,27.27,6451249.703,1873238.853
491,0.0,14.34,6451223.229,1873234.779
492,-3.2,19.09,6451318.628,1873169.698
493,0.09,12.53,6451246.224,1873212.908
494,0.0,14.99,6451258.741,1873200.213
495,3.26,30.34,6451677.067,1872812.867
496,0.0,18.16,6451192.451,1873267.121
497,0.0,12.55,6451133.551,1873334.399
498,-4.98,28.14,6451241.857,1873246.509
499,0.0,29.16,6451423.736,1873036.053
